"POSITION_ID";"POSITION_TYPE_ID";"DEPARTMENT_NAME";"NAME";"POSITION_TYPE";"STUDY_FORM";"PLAN_NAB";"PREDM";"CATEGORY";"ID_PREDM";"PREDM_EGE_ID";"EKZ_ORDER";"U_VUZ_SHORT"
"20200031";"3";"Аспирантура";"Социологические науки. Социальная структура, социальные институты и процессы";"ПЛАТ";"Очная";"5";"Социологические науки. Социальная структура, социальные институты и процессы";"А";"2020019";"";"1";"АСП"
"20200032";"3";"Аспирантура";"Юриспруденция. Теория и история права и государства; история учений о праве и государстве";"ПЛАТ";"Очная";"5";"Юриспруденция. Теория и история права и государства; история учений о праве и государстве";"А";"2020021";"";"1";"АСП"
"20200033";"3";"Аспирантура";"Юриспруденция. Конституционное право; конституционный судебный процесс; муниципальное право ";"ПЛАТ";"Очная";"5";"Юриспруденция. Конституционное право; конституционный судебный процесс; муниципальное право ";"А";"2020020";"";"1";"АСП"
"20200034";"3";"Аспирантура";"Юриспруденция. Трудовое право; право социального обеспечения";"ПЛАТ";"Очная";"5";"Юриспруденция. Трудовое право; право социального обеспечения";"А";"2020022";"";"1";"АСП"
"20200035";"3";"Аспирантура";"Юриспруденция. Уголовное право и криминология; уголовно-исполнительное право";"ПЛАТ";"Очная";"5";"Юриспруденция. Уголовное право и криминология; уголовно-исполнительное право";"А";"2020023";"";"1";"АСП"
"20200036";"3";"Аспирантура";"Юриспруденция. Уголовный процесс";"ПЛАТ";"Очная";"5";"Юриспруденция. Уголовный процесс";"А";"2020024";"";"1";"АСП"
"20200037";"3";"Аспирантура";"Политические науки и регионоведение. Политические институты, процессы и технологии";"ПЛАТ";"Очная";"10";"Политические науки и регионоведение. Политические институты, процессы и технологии";"А";"2020025";"";"1";"АСП"
"20200038";"3";"Аспирантура";"Образование и педагогические науки. Теория, методика и организация социально-культурной деятельности";"ПЛАТ";"Очная";"5";"Образование и педагогические науки. Теория, методика и организация социально-культурной деятельности";"А";"2020027";"";"1";"АСП"
"20200039";"3";"Аспирантура";"Языкознание и литературоведение. Русская литература";"ПЛАТ";"Очная";"5";"Языкознание и литературоведение. Русская литература";"А";"2020028";"";"1";"АСП"
"20200040";"3";"Аспирантура";"Языкознание и литературоведение. Русский язык";"ПЛАТ";"Очная";"5";"Языкознание и литературоведение. Русский язык";"А";"2020029";"";"1";"АСП"
"20200041";"3";"Аспирантура";"Языкознание и литературоведение. Теория языка";"ПЛАТ";"Очная";"5";"Языкознание и литературоведение. Теория языка";"А";"2020030";"";"1";"АСП"
"20200042";"3";"Аспирантура";"Исторические науки и археология. Отечественная история";"ПЛАТ";"Очная";"10";"Исторические науки и археология. Отечественная история";"А";"2020033";"";"1";"АСП"
"20200043";"3";"Аспирантура";"Исторические науки и археология. Всеобщая история (соответствующего периода)";"ПЛАТ";"Очная";"10";"Исторические науки и археология. Всеобщая история (соответствующего периода)";"А";"2020031";"";"1";"АСП"
"20200044";"3";"Аспирантура";"Исторические науки и археология. Этнография, этнология и антропология";"ПЛАТ";"Очная";"10";"Исторические науки и археология. Этнография, этнология и антропология";"А";"2020034";"";"1";"АСП"
"20200045";"3";"Аспирантура";"Исторические науки и археология. Историография, источниковедение и методы исторического исследования";"ПЛАТ";"Очная";"10";"Исторические науки и археология. Историография, источниковедение и методы исторического исследования";"А";"2020032";"";"1";"АСП"
"20200046";"3";"Аспирантура";"Философия, этика и религиоведение. Социальная философия";"ПЛАТ";"Очная";"5";"Философия, этика и религиоведение. Социальная философия";"А";"2020035";"";"1";"АСП"
"20200047";"3";"Аспирантура";"Математика и механика. Дискретная математика и математическая кибернетика ";"ПЛАТ";"Заочная";"5";"Математика и механика. Дискретная математика и математическая кибернетика ";"А";"2020001";"";"1";"АСП"
"20200048";"3";"Аспирантура";"Математика и механика. Математическая логика, алгебра и теория чисел";"ПЛАТ";"Заочная";"5";"Математика и механика. Математическая логика, алгебра и теория чисел";"А";"2020002";"";"1";"АСП"
"20200049";"3";"Аспирантура";"Физика и астрономия. Теоретическая физика";"ПЛАТ";"Заочная";"5";"Физика и астрономия. Теоретическая физика";"А";"2020004";"";"1";"АСП"
"20200050";"3";"Аспирантура";"Физика и астрономия. Радиофизика";"ПЛАТ";"Заочная";"5";"Физика и астрономия. Радиофизика";"А";"2020003";"";"1";"АСП"
"20200051";"3";"Аспирантура";"Физика и астрономия. Физика полупроводников";"ПЛАТ";"Заочная";"5";"Физика и астрономия. Физика полупроводников";"А";"2020006";"";"1";"АСП"
"20200052";"3";"Аспирантура";"Физика и астрономия. Физика плазмы ";"ПЛАТ";"Заочная";"5";"Физика и астрономия. Физика плазмы ";"А";"2020005";"";"1";"АСП"
"20200053";"3";"Аспирантура";"Химические науки. Физическая химия";"ПЛАТ";"Заочная";"5";"Химические науки. Физическая химия";"А";"2020007";"";"1";"АСП"
"20200054";"3";"Аспирантура";"Биологические науки. Физиология";"ПЛАТ";"Заочная";"5";"Биологические науки. Физиология";"А";"2020009";"";"1";"АСП"
"20200055";"3";"Аспирантура";"Биологические науки. Биофизика";"ПЛАТ";"Заочная";"5";"Биологические науки. Биофизика";"А";"2020008";"";"1";"АСП"
"20200056";"3";"Аспирантура";"Информатика и вычислительная техника. Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей";"ПЛАТ";"Заочная";"10";"Информатика и вычислительная техника. Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей";"А";"2020010";"";"1";"АСП"
"20200057";"3";"Аспирантура";"Информатика и вычислительная техника. Системный анализ, управление и обработка информации (по отраслям) ";"ПЛАТ";"Заочная";"10";"Информатика и вычислительная техника. Системный анализ, управление и обработка информации (по отраслям) ";"А";"2020012";"";"1";"АСП"
"20200058";"3";"Аспирантура";"Информатика и вычислительная техника. Математическое моделирование, численные методы и комплексы программ (в т.ч. компьютерные науки)";"ПЛАТ";"Заочная";"10";"Информатика и вычислительная техника. Математическое моделирование, численные методы и комплексы программ (в т.ч. компьютерные науки)";"А";"2020011";"";"1";"АСП"
"20200059";"3";"Аспирантура";"Психологические науки. Педагогическая психология";"ПЛАТ";"Заочная";"10";"Психологические науки. Педагогическая психология";"А";"2020014";"";"1";"АСП"
"20200093";"1";"Исторический факультет";"Социальная работа";"БЮДЖ";"Очная";"6";"Социальная работа (письменный экзамен)";"М";"2020060";"";"1";"МАГ"
"20200094";"1";"Исторический факультет";"Политология";"БЮДЖ";"Очная";"5";"Политология (тест)";"М";"2020053";"";"1";"МАГ"
"20200095";"1";"Факультет теологии, философии и мировых культур";"Теология";"БЮДЖ";"Очная";"12";"История религий (письменный экзамен)";"М";"2020042";"";"1";"МАГ"
"20200096";"1";"Факультет физической культуры, реабилитации и спорта";"Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура). Физическая культура для лиц с отклонениями в состоянии здоровья в учреждениях образования и социальной защиты";"БЮДЖ";"Очная";"7";"Адаптивная физическая культура (тест)";"М";"2020036";"";"1";"МАГ"
"20200097";"1";"Факультет филологии и медиакоммуникаций";"Филология";"БЮДЖ";"Очная";"11";"Русский язык и литература (тест)";"М";"2020058";"";"1";"МАГ"
"20200098";"1";"Факультет филологии и медиакоммуникаций";"Журналистика";"БЮДЖ";"Очная";"3";"Русский язык и литература (тест)";"М";"2020058";"";"1";"МАГ"
"20200099";"1";"Факультет филологии и медиакоммуникаций";"Реклама и связи с общественностью";"БЮДЖ";"Очная";"3";"Русский язык и литература (тест)";"М";"2020058";"";"1";"МАГ"
"20200100";"1";"Экономический факультет";"Экономика. Экономика фирмы";"БЮДЖ";"Очная";"5";"Экономика (тест)";"М";"2020067";"";"1";"МАГ"
"20200102";"3";"Институт математики и информационных технологий";"Прикладная математика и информатика";"ПЛАТ";"Очная";"50";"Прикладная математика и информатика (письменный экзамен)";"М";"2020054";"";"1";"МАГ"
"20200111";"3";"Исторический факультет";"Международные отношения";"ПЛАТ";"Очная";"40";"История России в контексте всемирной истории (письменный экзамен)";"М";"2020043";"";"1";"МАГ"
"20200112";"3";"Исторический факультет";"Педагогическое образование. Историческое образование: современные подходы и направления";"ПЛАТ";"Очная";"15";"История России в контексте всемирной истории (письменный экзамен)";"М";"2020043";"";"1";"МАГ"
"20200113";"3";"Исторический факультет";"Антропология и этнология";"ПЛАТ";"Очная";"40";"Этнология (тест)";"М";"2020068";"";"1";"МАГ"
"20200126";"3";"Юридический факультет";"Юриспруденция. Правоохранительная деятельность ";"ПЛАТ";"Очная";"50";"Проблемы уголовного материального и процессуального права        (письменный экзамен)  ";"М";"2020056";"";"1";"МАГ"
"20200130";"3";"Юридический факультет";"Юриспруденция. Судебная деятельность ";"ПЛАТ";"Очная";"50";"Теория государства и права (тест)";"М";"2020062";"";"1";"МАГ"
"20200131";"3";"Юридический факультет";"Юриспруденция. Административное, бюджетное и налоговое право";"ПЛАТ";"Очная";"50";"Финансовое право (письменный экзамен)  ";"М";"2020065";"";"1";"МАГ"
"20200132";"3";"Экономический факультет";"Экономика. Международная экономика и бизнес  ";"ПЛАТ";"Очно-заочная";"50";"Мировая экономика (тест)";"М";"2020048";"";"1";"МАГ"
"20200133";"3";"Факультет психологии";"Психология";"ПЛАТ";"Очно-заочная";"50";"Организационная психология (тест)";"М";"2020050";"";"1";"МАГ"
"20200134";"1";"Факультет компьютерных наук";"Социология";"БЮДЖ";"Заочная";"5";"Социология (письменный экзамен)  ";"М";"2020061";"";"1";"МАГ"
"20200135";"1";"Физический факультет";"Педагогическое образование. Высшее образование: физика, математика, информатика";"БЮДЖ";"Заочная";"6";"Педагогика и психология (тест)";"М";"2020052";"";"1";"МАГ"
"20200136";"1";"Исторический факультет";"История. Отечественная история (история России); Всеобщая история";"БЮДЖ";"Заочная";"10";"История России в контексте всемирной истории (письменный экзамен)";"М";"2020043";"";"1";"МАГ"
"20200139";"1";"Исторический факультет";"Социальная работа";"БЮДЖ";"Заочная";"9";"Социальная работа (письменный экзамен)";"М";"2020060";"";"1";"МАГ"
"20200142";"1";"Экономический факультет";"Менеджмент. Маркетинг";"БЮДЖ";"Заочная";"2";"Менеджмент (тест)";"М";"2020046";"";"1";"МАГ"
"20200143";"1";"Экономический факультет";"Управление персоналом";"БЮДЖ";"Заочная";"2";"Управление персоналом (тест)";"М";"2020064";"";"1";"МАГ"
"20200144";"1";"Экономический факультет";"Государственное и муниципальное управление";"БЮДЖ";"Заочная";"3";"Государственное и муниципальное управление (тест)";"М";"2020038";"";"1";"МАГ"
"20200147";"1";"Юридический факультет";"Юриспруденция. Гражданское и предпринимательское право";"БЮДЖ";"Заочная";"2";"Гражданское право (письменный экзамен)  ";"М";"2020039";"";"1";"МАГ"
"20200152";"3";"Факультет компьютерных наук";"Социология";"ПЛАТ";"Заочная";"40";"Социология (письменный экзамен)  ";"М";"2020061";"";"1";"МАГ"
"20200153";"3";"Физический факультет";"Педагогическое образование. Высшее образование: физика, математика, информатика";"ПЛАТ";"Заочная";"20";"Педагогика и психология (тест)";"М";"2020052";"";"1";"МАГ"
"20200155";"3";"Исторический факультет";"История. История культуры народов мира";"ПЛАТ";"Заочная";"40";"История России в контексте всемирной истории (письменный экзамен)";"М";"2020043";"";"1";"МАГ"
"20200156";"3";"Исторический факультет";"Документоведение и архивоведение";"ПЛАТ";"Заочная";"40";"Документоведение (письменный экзамен)";"М";"2020040";"";"1";"МАГ"
"20200157";"3";"Исторический факультет";"Социальная работа";"ПЛАТ";"Заочная";"30";"Социальная работа (письменный экзамен)";"М";"2020060";"";"1";"МАГ"
"20200158";"3";"Исторический факультет";"Востоковедение и африканистика";"ПЛАТ";"Заочная";"40";"История Центральной Азии (тест)";"М";"2020044";"";"1";"МАГ"
"20200162";"3";"Факультет филологии и медиакоммуникаций";"Реклама и связи с общественностью";"ПЛАТ";"Заочная";"65";"Русский язык и литература (тест)";"М";"2020058";"";"1";"МАГ"
"20200163";"3";"Экономический факультет";"Экономика. Налоги и налогообложение";"ПЛАТ";"Заочная";"50";"Экономика (тест)";"М";"2020067";"";"1";"МАГ"
"20200117";"3";"Факультет теологии, философии и мировых культур";"Теология";"ПЛАТ";"Очная";"30";"История религий (письменный экзамен)";"М";"2020042";"";"1";"МАГ"
"20200164";"3";"Экономический факультет";"Экономика. Учет, анализ и аудит в бизнес-структурах; Национальная экономика";"ПЛАТ";"Заочная";"100";"Экономика (тест)";"М";"2020067";"";"1";"МАГ"
"20200165";"3";"Экономический факультет";"Менеджмент. Маркетинг";"ПЛАТ";"Заочная";"50";"Менеджмент (тест)";"М";"2020046";"";"1";"МАГ"
"20200166";"3";"Экономический факультет";"Управление персоналом";"ПЛАТ";"Заочная";"50";"Управление персоналом (тест)";"М";"2020064";"";"1";"МАГ"
"20200167";"3";"Экономический факультет";"Финансы и кредит";"ПЛАТ";"Заочная";"50";"Финансы  (тест)";"М";"2020066";"";"1";"МАГ"
"20200003";"1";"Аспирантура";"Физика и астрономия. Теоретическая физика";"БЮДЖ";"Очная";"2";"Физика и астрономия. Теоретическая физика";"А";"2020004";"";"1";"АСП"
"20200004";"1";"Аспирантура";"Физика и астрономия. Радиофизика";"БЮДЖ";"Очная";"2";"Физика и астрономия. Радиофизика";"А";"2020003";"";"1";"АСП"
"20200005";"1";"Аспирантура";"Биологические науки. Физиология";"БЮДЖ";"Очная";"1";"Биологические науки. Физиология";"А";"2020009";"";"1";"АСП"
"20200006";"1";"Аспирантура";"Биологические науки. Биофизика";"БЮДЖ";"Очная";"2";"Биологические науки. Биофизика";"А";"2020008";"";"1";"АСП"
"20200007";"1";"Аспирантура";"Информатика и вычислительная техника. Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей";"БЮДЖ";"Очная";"1";"Информатика и вычислительная техника. Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей";"А";"2020010";"";"1";"АСП"
"20200008";"1";"Аспирантура";"Образование и педагогические науки. Теория, методика и организация социально-культурной деятельности";"БЮДЖ";"Очная";"1";"Образование и педагогические науки. Теория, методика и организация социально-культурной деятельности";"А";"2020027";"";"1";"АСП"
"20200009";"1";"Аспирантура";"Исторические науки и археология. Отечественная история";"БЮДЖ";"Очная";"1";"Исторические науки и археология. Отечественная история";"А";"2020033";"";"1";"АСП"
"20200010";"1";"Аспирантура";"Исторические науки и археология. Этнография, этнология и антропология";"БЮДЖ";"Очная";"1";"Исторические науки и археология. Этнография, этнология и антропология";"А";"2020034";"";"1";"АСП"
"20200012";"1";"Аспирантура";"Философия, этика и религиоведение. Социальная философия";"БЮДЖ";"Очная";"1";"Философия, этика и религиоведение. Социальная философия";"А";"2020035";"";"1";"АСП"
"20200013";"3";"Аспирантура";"Математика и механика. Дискретная математика и математическая кибернетика ";"ПЛАТ";"Очная";"5";"Математика и механика. Дискретная математика и математическая кибернетика ";"А";"2020001";"";"1";"АСП"
"20200014";"3";"Аспирантура";"Математика и механика. Математическая логика, алгебра и теория чисел";"ПЛАТ";"Очная";"5";"Математика и механика. Математическая логика, алгебра и теория чисел";"А";"2020002";"";"1";"АСП"
"20200016";"3";"Аспирантура";"Физика и астрономия. Радиофизика";"ПЛАТ";"Очная";"5";"Физика и астрономия. Радиофизика";"А";"2020003";"";"1";"АСП"
"20200017";"3";"Аспирантура";"Физика и астрономия. Физика полупроводников";"ПЛАТ";"Очная";"5";"Физика и астрономия. Физика полупроводников";"А";"2020006";"";"1";"АСП"
"20200018";"3";"Аспирантура";"Физика и астрономия. Физика плазмы ";"ПЛАТ";"Очная";"5";"Физика и астрономия. Физика плазмы ";"А";"2020005";"";"1";"АСП"
"20200060";"3";"Аспирантура";"Экономика. Экономика, организация и управление предприятиями, отраслями, комплексами: промышленность";"ПЛАТ";"Заочная";"10";"Экономика. Экономика, организация и управление предприятиями, отраслями, комплексами: промышленность";"А";"2020018";"";"1";"АСП"
"20200061";"3";"Аспирантура";"Экономика. Экономика и управление народным хозяйством: экономика труда";"ПЛАТ";"Заочная";"10";"Экономика. Экономика и управление народным хозяйством: экономика труда";"А";"2020017";"";"1";"АСП"
"20200062";"3";"Аспирантура";"Экономика. Экономика и управление народным хозяйством (по отраслям и сферам деятельности в т.ч.: маркетинг)";"ПЛАТ";"Заочная";"5";"Экономика. Экономика и управление народным хозяйством (по отраслям и сферам деятельности в т.ч.: маркетинг)";"А";"2020016";"";"1";"АСП"
"20200063";"3";"Аспирантура";"Экономика. Экономика и управление народным хозяйством (менеджмент)";"ПЛАТ";"Заочная";"5";"Экономика. Экономика и управление народным хозяйством (менеджмент)";"А";"2020015";"";"1";"АСП"
"20200064";"3";"Аспирантура";"Социологические науки. Социальная структура, социальные институты и процессы";"ПЛАТ";"Заочная";"5";"Социологические науки. Социальная структура, социальные институты и процессы";"А";"2020019";"";"1";"АСП"
"20200065";"3";"Аспирантура";"Юриспруденция. Теория и история права и государства; история учений о праве и государстве";"ПЛАТ";"Заочная";"10";"Юриспруденция. Теория и история права и государства; история учений о праве и государстве";"А";"2020021";"";"1";"АСП"
"20200066";"3";"Аспирантура";"Юриспруденция. Конституционное право; конституционный судебный процесс; муниципальное право ";"ПЛАТ";"Заочная";"10";"Юриспруденция. Конституционное право; конституционный судебный процесс; муниципальное право ";"А";"2020020";"";"1";"АСП"
"20200067";"3";"Аспирантура";"Юриспруденция. Трудовое право; право социального обеспечения";"ПЛАТ";"Заочная";"10";"Юриспруденция. Трудовое право; право социального обеспечения";"А";"2020022";"";"1";"АСП"
"20200068";"3";"Аспирантура";"Юриспруденция. Уголовное право и криминология; уголовно-исполнительное право";"ПЛАТ";"Заочная";"10";"Юриспруденция. Уголовное право и криминология; уголовно-исполнительное право";"А";"2020023";"";"1";"АСП"
"20200069";"3";"Аспирантура";"Юриспруденция. Уголовный процесс";"ПЛАТ";"Заочная";"10";"Юриспруденция. Уголовный процесс";"А";"2020024";"";"1";"АСП"
"20200070";"3";"Аспирантура";"Политические науки и регионоведение. Политические институты, процессы и технологии";"ПЛАТ";"Заочная";"10";"Политические науки и регионоведение. Политические институты, процессы и технологии";"А";"2020025";"";"1";"АСП"
"20200071";"3";"Аспирантура";"Образование и педагогические науки. Теория и методика обучения и воспитания (физика, уровни общего среднего и профессионального образования)";"ПЛАТ";"Заочная";"5";"Образование и педагогические науки. Теория и методика обучения и воспитания (физика, уровни общего среднего и профессионального образования)";"А";"2020026";"";"1";"АСП"
"20200072";"3";"Аспирантура";"Образование и педагогические науки. Теория, методика и организация социально-культурной деятельности";"ПЛАТ";"Заочная";"5";"Образование и педагогические науки. Теория, методика и организация социально-культурной деятельности";"А";"2020027";"";"1";"АСП"
"20200073";"3";"Аспирантура";"Языкознание и литературоведение. Русская литература";"ПЛАТ";"Заочная";"10";"Языкознание и литературоведение. Русская литература";"А";"2020028";"";"1";"АСП"
"20200074";"3";"Аспирантура";"Языкознание и литературоведение. Русский язык";"ПЛАТ";"Заочная";"10";"Языкознание и литературоведение. Русский язык";"А";"2020029";"";"1";"АСП"
"20200075";"3";"Аспирантура";"Языкознание и литературоведение. Теория языка";"ПЛАТ";"Заочная";"10";"Языкознание и литературоведение. Теория языка";"А";"2020030";"";"1";"АСП"
"20200076";"3";"Аспирантура";"Исторические науки и археология. Отечественная история";"ПЛАТ";"Заочная";"10";"Исторические науки и археология. Отечественная история";"А";"2020033";"";"1";"АСП"
"20200077";"3";"Аспирантура";"Исторические науки и археология. Всеобщая история (соответствующего периода)";"ПЛАТ";"Заочная";"10";"Исторические науки и археология. Всеобщая история (соответствующего периода)";"А";"2020031";"";"1";"АСП"
"20200078";"3";"Аспирантура";"Исторические науки и археология. Этнография, этнология и антропология";"ПЛАТ";"Заочная";"10";"Исторические науки и археология. Этнография, этнология и антропология";"А";"2020034";"";"1";"АСП"
"20200079";"3";"Аспирантура";"Исторические науки и археология. Историография, источниковедение и методы исторического исследования";"ПЛАТ";"Заочная";"10";"Исторические науки и археология. Историография, источниковедение и методы исторического исследования";"А";"2020032";"";"1";"АСП"
"20200080";"3";"Аспирантура";"Философия, этика и религиоведение. Социальная философия";"ПЛАТ";"Заочная";"5";"Философия, этика и религиоведение. Социальная философия";"А";"2020035";"";"1";"АСП"
"20200081";"1";"Институт математики и информационных технологий";"Прикладная математика и информатика";"БЮДЖ";"Очная";"16";"Прикладная математика и информатика (письменный экзамен)";"М";"2020054";"";"1";"МАГ"
"20200082";"1";"Факультет компьютерных наук";"Информатика и вычислительная техника";"БЮДЖ";"Очная";"8";"Информатика (письменный экзамен)  ";"М";"2020041";"";"1";"МАГ"
"20200083";"1";"Факультет компьютерных наук";"Социология";"БЮДЖ";"Очная";"4";"Социология (письменный экзамен)  ";"М";"2020061";"";"1";"МАГ"
"20200084";"1";"Физический факультет";"Прикладные математика и физика ";"БЮДЖ";"Очная";"7";"Прикладные математика и физика (письменный экзамен) ";"М";"2020055";"";"1";"МАГ"
"20200085";"1";"Физический факультет";"Физика";"БЮДЖ";"Очная";"8";"Общая физика (письменный экзамен) ";"М";"2020049";"";"1";"МАГ"
"20200086";"1";"Физический факультет";"Радиофизика";"БЮДЖ";"Очная";"7";"Радиофизика (письменный экзамен) ";"М";"2020057";"";"1";"МАГ"
"20200087";"1";"Химический факультет";"Химия";"БЮДЖ";"Очная";"12";"Современная химия (письменный экзамен)";"М";"2020059";"";"1";"МАГ"
"20200088";"1";"Факультет иностранных языков";"Лингвистика ";"БЮДЖ";"Очная";"11";"Английский язык (тест)";"М";"2020037";"";"1";"МАГ"
"20200089";"1";"Исторический факультет";"История. Отечественная история (история России); Всеобщая история";"БЮДЖ";"Очная";"8";"История России в контексте всемирной истории (письменный экзамен)";"М";"2020043";"";"1";"МАГ"
"20200090";"1";"Исторический факультет";"Международные отношения";"БЮДЖ";"Очная";"6";"История России в контексте всемирной истории (письменный экзамен)";"М";"2020043";"";"1";"МАГ"
"20200091";"1";"Исторический факультет";"Педагогическое образование. Историческое образование: современные подходы и направления";"БЮДЖ";"Очная";"7";"История России в контексте всемирной истории (письменный экзамен)";"М";"2020043";"";"1";"МАГ"
"20200092";"1";"Исторический факультет";"Антропология и этнология";"БЮДЖ";"Очная";"5";"Этнология (тест)";"М";"2020068";"";"1";"МАГ"
"20200101";"1";"Экономический факультет";"Менеджмент. Консалтинг и проектное управление развитием бизнеса";"БЮДЖ";"Очная";"4";"Менеджмент (тест)";"М";"2020046";"";"1";"МАГ"
"20200103";"3";"Факультет компьютерных наук";"Информатика и вычислительная техника";"ПЛАТ";"Очная";"35";"Информатика (письменный экзамен)  ";"М";"2020041";"";"1";"МАГ"
"20200104";"3";"Факультет компьютерных наук";"Социология";"ПЛАТ";"Очная";"40";"Социология (письменный экзамен)  ";"М";"2020061";"";"1";"МАГ"
"20200105";"3";"Физический факультет";"Прикладные математика и физика ";"ПЛАТ";"Очная";"15";"Прикладные математика и физика (письменный экзамен) ";"М";"2020055";"";"1";"МАГ"
"20200106";"3";"Физический факультет";"Физика";"ПЛАТ";"Очная";"15";"Общая физика (письменный экзамен) ";"М";"2020049";"";"1";"МАГ"
"20200107";"3";"Физический факультет";"Радиофизика";"ПЛАТ";"Очная";"15";"Радиофизика (письменный экзамен) ";"М";"2020057";"";"1";"МАГ"
"20200108";"3";"Химический факультет";"Химия";"ПЛАТ";"Очная";"50";"Современная химия (письменный экзамен)";"М";"2020059";"";"1";"МАГ"
"20200109";"3";"Факультет иностранных языков";"Лингвистика ";"ПЛАТ";"Очная";"25";"Английский язык (тест)";"М";"2020037";"";"1";"МАГ"
"20200110";"3";"Исторический факультет";"История. Отечественная история (история России); Всеобщая история";"ПЛАТ";"Очная";"30";"История России в контексте всемирной истории (письменный экзамен)";"М";"2020043";"";"1";"МАГ"
"20200114";"3";"Исторический факультет";"Социальная работа";"ПЛАТ";"Очная";"30";"Социальная работа (письменный экзамен)";"М";"2020060";"";"1";"МАГ"
"20200115";"3";"Исторический факультет";"Политология";"ПЛАТ";"Очная";"40";"Политология (тест)";"М";"2020053";"";"1";"МАГ"
"20200116";"3";"Факультет теологии, философии и мировых культур";"Религиоведение";"ПЛАТ";"Очная";"30";"История религий (письменный экзамен)";"М";"2020042";"";"1";"МАГ"
"20200118";"3";"Факультет физической культуры, реабилитации и спорта";"Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура). Физическая культура для лиц с отклонениями в состоянии здоровья в учреждениях образования и социальной защиты";"ПЛАТ";"Очная";"30";"Адаптивная физическая культура (тест)";"М";"2020036";"";"1";"МАГ"
"20200119";"3";"Факультет физической культуры, реабилитации и спорта";"Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура). Спортивное администрирование";"ПЛАТ";"Очная";"30";"Адаптивная физическая культура (тест)";"М";"2020036";"";"1";"МАГ"
"20200120";"3";"Факультет филологии и медиакоммуникаций";"Филология";"ПЛАТ";"Очная";"50";"Русский язык и литература (тест)";"М";"2020058";"";"1";"МАГ"
"20200121";"3";"Факультет филологии и медиакоммуникаций";"Журналистика";"ПЛАТ";"Очная";"50";"Русский язык и литература (тест)";"М";"2020058";"";"1";"МАГ"
"20200122";"3";"Факультет филологии и медиакоммуникаций";"Реклама и связи с общественностью";"ПЛАТ";"Очная";"50";"Русский язык и литература (тест)";"М";"2020058";"";"1";"МАГ"
"20200123";"3";"Экономический факультет";"Экономика. Экономика фирмы";"ПЛАТ";"Очная";"50";"Экономика (тест)";"М";"2020067";"";"1";"МАГ"
"20200124";"3";"Экономический факультет";"Менеджмент. Консалтинг и проектное управление развитием бизнеса";"ПЛАТ";"Очная";"50";"Менеджмент (тест)";"М";"2020046";"";"1";"МАГ"
"20200125";"3";"Юридический факультет";"Юриспруденция. Политико-правовое администрирование";"ПЛАТ";"Очная";"50";"Конституционное (государственное) право РФ (письменный экзамен) ";"М";"2020045";"";"1";"МАГ"
"20200127";"3";"Юридический факультет";"Юриспруденция. Гражданское и предпринимательское право";"ПЛАТ";"Очная";"50";"Гражданское право (письменный экзамен)  ";"М";"2020039";"";"1";"МАГ"
"20200128";"3";"Юридический факультет";"Юриспруденция. Экспертная деятельность";"ПЛАТ";"Очная";"50";"Основы гражданско-процессуальной и уголовно-процессуальной деятельности (тест)";"М";"2020051";"";"1";"МАГ"
"20200129";"3";"Юридический факультет";"Юриспруденция. Правотворческая  и правозащитная  деятельность";"ПЛАТ";"Очная";"50";"Теория судебной экспертизы (тест)";"М";"2020063";"";"1";"МАГ"
"20200137";"1";"Исторический факультет";"История. История культуры народов мира";"БЮДЖ";"Заочная";"5";"История России в контексте всемирной истории (письменный экзамен)";"М";"2020043";"";"1";"МАГ"
"20200138";"1";"Исторический факультет";"Документоведение и архивоведение";"БЮДЖ";"Заочная";"4";"Документоведение (письменный экзамен)";"М";"2020040";"";"1";"МАГ"
"20200140";"1";"Факультет физической культуры, реабилитации и спорта";"Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура). Физическая культура для лиц с отклонениями в состоянии здоровья в учреждениях образования и социальной защиты";"БЮДЖ";"Заочная";"10";"Адаптивная физическая культура (тест)";"М";"2020036";"";"1";"МАГ"
"20200141";"1";"Экономический факультет";"Экономика. Налоги и налогообложение";"БЮДЖ";"Заочная";"2";"Экономика (тест)";"М";"2020067";"";"1";"МАГ"
"20200145";"1";"Юридический факультет";"Юриспруденция. Политико-правовое администрирование";"БЮДЖ";"Заочная";"1";"Конституционное (государственное) право РФ (письменный экзамен) ";"М";"2020045";"";"1";"МАГ"
"20200146";"1";"Юридический факультет";"Юриспруденция. Правоохранительная деятельность ";"БЮДЖ";"Заочная";"2";"Проблемы уголовного материального и процессуального права (письменный экзамен)  ";"М";"2020056";"";"1";"МАГ"
